-0.031659' -0.043493' 1.016687' -0.997500' -0.210000' -0.201250' -0.027477' 0.071909' 0.107863
-0.031720' -0.043432' 1.018090' -1.601250' -0.463750' -0.262500' -0.030108' 0.072493' 0.095294
-0.031232' -0.043737' 1.017297' -1.426250' -0.227500' -0.253750' -0.030108' 0.072493' 0.095294
-0.032574' -0.043493' 1.016626' -1.216250' -0.726250' -0.183750' -0.021339' 0.078047' 0.102602
-0.030622' -0.046299' 1.015589' -0.971250' -0.297500' -0.087500' -0.023385' 0.078632' 0.108009
-0.030561' -0.046604' 1.015833' -1.172500' -0.157500' -0.096250' -0.023385' 0.078632' 0.108009
-0.032452' -0.044896' 1.015711' -1.190000' -0.227500' -0.043750' -0.029524' 0.075417' 0.106109
-0.032147' -0.044225' 1.016870' -1.050000' -0.236250' -0.113750' -0.028062' 0.073955' 0.106402
-0.030256' -0.045445' 1.015528' -1.382500' -0.420000' -0.087500' -0.028062' 0.073955' 0.106402
-0.030805' -0.044225' 1.017480' -1.286250' -0.183750' -2.240000' -0.027770' 0.077170' 0.105525
-0.029219' -0.046238' 1.016138' -1.163750' -0.376250' -0.043750' -0.025723' 0.083309' 0.095294
-0.035136' -0.044530' 1.016321' -1.356250' -0.183750' -0.087500' -0.025723' 0.083309' 0.095294
-0.031049' -0.044469' 1.030534' -1.093750' -0.323750' -0.131250' -0.024847' 0.077170' 0.103186
-0.031964' -0.045567' 1.016504' -1.452500' -0.026250' 0.000000' -0.021923' 0.075709' 0.102894
-0.031415' -0.044530' 1.017907' -1.190000' -0.183750' 2.213750' -0.021923' 0.075709' 0.102894
-0.031720' -0.045018' 1.016748' -1.312500' -0.420000' -0.183750' -0.031570' 0.086524' 0.097194
-0.032147' -0.046177' 1.018029' -1.251250' -0.271250' 0.026250' -0.017246' 0.082724' 0.095732
-0.030439' -0.046848' 1.016687' -1.312500' -0.420000' -0.297500' -0.017246' 0.082724' 0.095732
-0.031110' -0.044835' 1.020164' -0.612500' -0.271250' -0.236250' -0.024262' 0.087109' 0.102163
-0.046726' -0.042151' 1.016992' -0.962500' -0.341250' -0.157500' -0.023093' 0.078047' 0.098363
-0.030378' -0.044591' 0.999607' -1.067500' -0.236250' -0.113750' -0.023093' 0.078047' 0.098363
-0.033123' -0.043920' 1.017602' -1.303750' -0.262500' 0.052500' -0.028062' 0.076293' 0.098509
-0.031598' -0.043737' 1.017724' -1.365000' -0.297500' -0.183750' -0.021923' 0.075417' 0.101725
-0.033672' -0.044530' 1.017724' -1.155000' -0.350000' -0.087500' -0.021923' 0.075417' 0.100555
-0.032147' -0.045750' 1.017358' -0.971250' -0.393750' -0.376250' -0.029524' 0.081555' 0.100555
-0.031537' -0.044591' 1.018822' -1.120000' -0.096250' 0.026250' -0.026893' 0.082724' 0.106255
-0.030134' -0.045201' 1.015955' -1.233750' -0.437500' -0.052500' -0.026893' 0.084771' 0.095878
-0.029341' -0.045689' 1.015589' -1.198750' -0.420000' -0.087500' -0.020754' 0.084771' 0.095878
-0.030988' -0.045018' 1.017602' -1.303750' -0.402500' -0.166250' -0.022800' 0.082724' 0.105817
-0.031659' -0.045140' 1.017297' -1.242500' -0.227500' -0.183750' -0.021923' 0.081555' 0.101432
-0.030439' -0.043432' 1.018700' -1.006250' -0.183750' -0.061250' -0.021923' 0.081555' 0.101432
-0.030622' -0.042883' 1.016992' -1.137500' -0.096250' 0.017500' -0.032154' 0.073955' 0.098948
-0.032391' -0.046055' 1.016504' -1.260000' -0.157500' -0.183750' -0.028354' 0.081263' 0.105379
-0.015921' -0.044286' 1.016260' -1.557500' -0.490000' -0.166250' -0.028354' 0.081263' 0.105379
-0.030439' -0.043981' 1.016565' -1.260000' -0.385000' -0.183750' -0.032739' 0.085063' 0.103625
-0.032391' -0.043432' 1.017297' -1.338750' -0.376250' 1.986250' -0.027770' 0.083601' 0.101578
-0.030805' -0.045201' 1.018639' -1.190000' -0.367500' -0.140000' -0.027770' 0.083601' 0.101578
-0.031842' -0.045750' 1.018334' -1.330000' -0.586250' -2.170000' -0.032447' 0.079217' 0.106986
-0.033306' -0.044530' 1.016626' -1.312500' 2.038750' -2.213750' -0.028647' 0.078047' 0.100263
-0.031354' -0.045384' 1.016870' -1.312500' -0.280000' 0.000000' -0.028647' 0.078047' 0.100263
-0.032940' -0.042273' 1.016138' -1.207500' -0.096250' -0.183750' -0.027770' 0.080678' 0.100994
-0.016104' -0.045445' 1.016260' -1.067500' -0.463750' -0.131250' -0.032154' 0.076001' 0.096025
-0.031415' -0.045140' 1.017907' -1.260000' -0.376250' -0.113750' -0.032154' 0.076001' 0.096025
-0.033184' -0.045750' 1.016077' -1.067500' -0.280000' 2.222500' -0.027477' 0.080678' 0.098071
-0.032757' -0.046238' 1.016382' -1.216250' -0.393750' 0.122500' -0.029231' 0.077755' 0.107279
-0.031171' -0.043859' 1.017053' -1.286250' -0.166250' -0.052500' -0.029231' 0.077755' 0.107279
-0.032025' -0.044652' 1.016931' -1.295000' -0.393750' -0.192500' -0.032154' 0.082724' 0.105232
-0.030805' -0.045079' 1.017175' -1.452500' -0.113750' 0.000000' -0.027770' 0.077170' 0.105232
-0.030073' -0.043005' 1.016504' -1.277500' -0.393750' -0.297500' -0.027770' 0.077170' 0.105232
-0.031781' -0.043981' 1.017724' -1.356250' -0.306250' -0.227500' -0.029816' 0.078340' 0.105379
-0.015677' -0.042761' 1.016992' -1.216250' -0.341250' -0.183750' -0.030985' 0.086232' 0.098948
-0.033123' -0.045567' 0.999790' -1.041250' -0.253750' 2.065000' -0.030985' 0.086232' 0.109179
-0.016104' -0.044103' 1.017236' -1.181250' -0.630000' -0.140000' -0.031862' 0.075417' 0.109179
-0.032879' -0.045262' 1.015772' -1.093750' -0.201250' -0.306250' -0.028647' 0.074832' 0.096901
-0.032025' -0.045140' 1.018334' -1.303750' -0.297500' -0.157500' -0.028647' 0.077463' 0.104063
-0.031354' -0.044835' 1.016626' -1.312500' -0.393750' 0.052500' -0.026600' 0.077463' 0.104063
-0.032330' -0.044469' 1.018212' -1.426250' -0.253750' 0.000000' -0.029231' 0.075124' 0.100555
-0.030073' -0.045994' 1.015223' -1.382500' -0.140000' -0.166250' -0.020462' 0.076293' 0.111079
-0.031476' -0.044042' 1.015711' -1.312500' -0.157500' -0.253750' -0.020462' 0.076293' 0.111079
-0.033489' -0.044286' 1.017541' -1.330000' -0.297500' -0.140000' -0.029231' 0.081555' 0.100702
-0.032574' -0.043432' 1.018517' -1.137500' -0.210000' -0.017500' -0.029524' 0.081847' 0.102163
-0.015738' -0.047153' 1.016992' -1.233750' -0.376250' -0.087500' -0.029524' 0.081847' 0.102163
-0.031476' -0.043981' 1.016870' -1.006250' -0.393750' -0.183750' -0.024554' 0.082724' 0.099240
-0.030256' -0.044652' 1.015284' -0.997500' -0.603750' -2.196250' -0.024554' 0.082140' 0.098071
-0.030927' -0.044530' 1.019615' -1.286250' -0.113750' -0.096250' -0.024554' 0.082140' 0.098071
-0.030378' -0.047336' 1.018212' -1.041250' -0.437500' -0.017500' -0.021339' 0.084186' 0.098509
-0.032696' -0.043676' 1.015711' -1.312500' -0.227500' 2.126250' -0.025139' 0.077755' 0.102309
-0.015738' -0.042273' 1.016504' -1.128750' -0.236250' -0.166250' -0.025139' 0.077755' 0.102309
-0.031049' -0.044469' 1.018456' -1.085000' -0.210000' -0.332500' -0.024847' 0.078340' 0.099532
-0.031598' -0.042517' 1.017236' -1.190000' -0.350000' -0.166250' -0.028062' 0.075417' 0.102017
-0.045994' -0.043554' 1.017053' -1.190000' -0.297500' -0.070000' -0.028062' 0.075417' 0.102017
-0.033794' -0.043432' 1.030473' -1.093750' -0.577500' -0.227500' -0.027185' 0.082724' 0.095001
-0.031232' -0.043127' 1.015711' -1.312500' -0.490000' -0.061250' -0.022508' 0.080386' 0.102163
-0.034099' -0.044652' 1.016992' -1.146250' -0.376250' -0.026250' -0.022508' 0.080386' 0.102163
-0.031537' -0.045628' 1.017236' -1.216250' -0.437500' -0.113750' -0.025723' 0.084186' 0.108740
-0.032269' -0.045262' 1.016321' -1.085000' -0.341250' -0.166250' -0.025723' 0.076293' 0.101286
-0.032208' -0.044652' 1.017480' -1.321250' -0.210000' -0.157500' -0.025723' 0.076293' 0.101286
-0.031781' -0.044103' 1.019066' -1.365000' -0.183750' -0.262500' -0.026308' 0.084186' 0.097194
-0.033245' -0.042212' 1.016687' -0.971250' -0.183750' -0.227500' -0.030693' 0.080094' 0.097194
-0.046665' -0.043737' 1.017724' -1.041250' -0.411250' 0.140000' -0.030693' 0.080970' 0.091201
-0.032513' -0.043920' 1.017358' -0.927500' -0.201250' -0.157500' -0.026308' 0.080970' 0.091201
-0.032574' -0.046726' 1.015223' -1.198750' -0.210000' 0.043750' -0.028939' 0.089155' 0.095586
-0.031781' -0.045201' 1.017358' -1.111250' -0.437500' -0.070000' -0.026308' 0.081555' 0.096463
-0.032696' -0.047336' 1.017297' -1.023750' -0.201250' 0.052500' -0.026308' 0.081555' 0.096463
-0.033611' -0.044835' 1.017602' -1.085000' -0.043750' -0.052500' -0.023970' 0.085063' 0.099094
-0.031171' -0.046238' 1.017907' -1.172500' -0.516250' -0.306250' -0.025139' 0.085647' 0.104355
-0.031049' -0.045933' 1.016870' -1.260000' -0.236250' -0.087500' -0.025139' 0.085647' 0.104355
-0.033062' -0.043737' 1.017053' -1.312500' -0.341250' -0.043750' -0.025723' 0.083017' 0.101140
-0.034709' -0.045567' 1.017236' -1.137500' -0.420000' -0.026250' -0.023677' 0.083601' 0.096317
-0.032208' -0.044286' 0.999790' -1.242500' -0.271250' -0.070000' -0.023677' 0.083601' 0.096317
-0.030622' -0.046299' 1.017724' -1.435000' -0.236250' -0.262500' -0.032739' 0.079217' 0.103917
-0.032635' -0.045628' 1.016687' -1.093750' -0.157500' -0.201250' -0.027477' 0.087986' 0.102602
-0.029890' -0.043859' 1.017114' -1.400000' -0.175000' -0.052500' -0.027477' 0.087986' 0.102602
-0.031781' -0.045140' 1.016809' -1.023750' -0.446250' -0.017500' -0.026893' 0.087109' 0.100409
-0.032391' -0.044774' 1.016321' -1.356250' -0.122500' 0.052500' -0.026308' 0.080094' 0.103332
-0.031537' -0.043798' 1.019920' -1.163750' -0.271250' -0.253750' -0.026308' 0.080094' 0.103332
-0.017202' -0.045140' 1.015955' -1.452500' -0.420000' 0.078750' -0.027185' 0.084771' 0.095440
-0.031415' -0.045750' 1.016870' -1.163750' -0.280000' -0.113750' -0.031570' 0.085355' 0.096901
-0.031537' -0.044530' 1.018029' -1.067500' -0.437500' -2.196250' -0.031570' 0.085355' 0.096901
-0.032330' -0.043371' 1.017419' -1.190000' -0.367500' -0.043750' -0.026308' 0.086817' 0.101286
-0.032208' -0.043859' 1.016748' -1.400000' -0.323750' 0.026250' -0.028939' 0.083894' 0.098363
-0.032208' -0.043493' 1.017175' -1.041250' -0.201250' -0.087500' -0.028939' 0.083894' 0.098363
-0.032330' -0.045079' 1.016016' -1.146250' -0.411250' -0.166250' -0.028062' 0.083601' 0.094563
-0.031842' -0.046726' 1.016199' -1.303750' -0.166250' -0.210000' -0.028354' 0.088571' 0.089448
-0.032940' -0.045079' 1.017663' -1.330000' -0.533750' -0.017500' -0.028354' 0.088571' 0.101578
-0.016104' -0.044774' 1.019188' -1.050000' -0.560000' -0.026250' -0.028647' 0.083894' 0.101578
-0.030317' -0.042456' 1.016077' -1.470000' -0.376250' 2.143750' -0.023093' 0.080386' 0.093832
-0.032696' -0.043432' 1.017785' -1.286250' -0.280000' -0.201250' -0.023093' 0.078047' 0.089301
-0.030683' -0.044835' 1.013759' -1.067500' -0.253750' -0.297500' -0.024554' 0.078047' 0.089301
-0.031354' -0.043188' 1.017297' -1.303750' -0.516250' 2.126250' -0.029231' 0.085063' 0.099532
-0.046543' -0.043188' 1.017663' -1.373750' -0.227500' -0.070000' -0.032447' 0.077170' 0.087401
-0.016043' -0.044713' 1.017297' -1.023750' -0.393750' -0.253750' -0.032447' 0.077170' 0.087401
-0.032086' -0.044957' 1.015894' -0.997500' -0.183750' -0.096250' -0.028647' 0.084186' 0.096171
-0.016531' -0.045079' 1.017724' -0.971250' -0.411250' -0.070000' -0.024262' 0.078924' 0.100702
-0.017202' -0.046726' 1.017297' -1.303750' -0.236250' -0.183750' -0.024262' 0.078924' 0.100702
-0.031110' -0.044225' 1.017602' -1.190000' -0.280000' 2.196250' -0.031277' 0.082140' 0.097925
-0.032452' -0.045384' 1.016931' -1.408750' -0.166250' -0.192500' -0.029524' 0.080094' 0.098217
-0.030744' -0.044408' 1.018273' -1.137500' -0.367500' -0.236250' -0.029524' 0.080094' 0.098217
-0.031537' -0.045201' 1.017236' -1.102500' -0.210000' -0.087500' -0.028354' 0.082724' 0.096317
-0.029646' -0.045689' 1.016809' -1.067500' -0.323750' -0.236250' -0.026016' 0.078924' 0.100263
-0.030134' -0.043249' 1.016870' -1.251250' -0.481250' -0.070000' -0.026016' 0.078924' 0.100263
-0.031171' -0.044286' 1.015406' -1.373750' -0.376250' -0.271250' -0.021923' 0.087986' 0.105525
-0.016043' -0.045262' 1.016748' -1.496250' -0.166250' -0.113750' -0.028939' 0.079217' 0.092517
-0.030683' -0.044713' 0.999546' -0.848750' -0.140000' -0.183750' -0.028939' 0.079217' 0.092517
